ID,Location,Description,Weapon,Post
65978,300 E 24TH ST,I,HANDS,341
65981,1900 MCHENRY ST,,FIREARM,934
65982,100 W MONUMENT ST,O,KNIFE,142
65985,4600 PARK HEIGHTS AV,I,HANDS,614
65986,1500 LANHORNE CT,I,HANDS,343
65991,200 W SARATOGA ST,O,OTHER,111
65999,2200 E NORTH AV,I,HANDS,331
66002,0 MARKET PL,O,HANDS,111
66003,300 W LEXINGTON ST,O,KNIFE,111
66004,300 W LEXINGTON ST,O,KNIFE,111
66005,2100 HOMEWOOD AV,I,HANDS,342
66006,2100 HOMEWOOD AV,I,HANDS,342
66009,3400 WILKENS AV,I,FIREARM,832
66014,4900 HARFORD RD,I,FIREARM,426
66017,2100 W PATAPSCO AVE,O,HANDS,923
66019,700 BEAVERBROOK RD,O,HANDS,523
66024,3400 DOLFIELD AVE,I,HANDS,643
66027,3800 GRANADA AV,I,HANDS,621
66038,3900 ECHODALE AV,I,HANDS,426
66039,1900 ARGONNE DR,O,HANDS,421
66041,3900 ECHODALE AV,I,HANDS,426
66042,3900 ECHODALE AV,I,HANDS,426
66046,5600 THE ALAMEDA,I,OTHER,522
66049,1100 BOLTON ST,I,HANDS,132
66050,5700 WABASH AV,I,FIREARM,622
66061,800 OLDHAM ST,I,HANDS,242
66062,100 W CLAY ST,I,OTHER,111
66073,5300 EASTERN AV,I,HANDS,242
66075,3500 N CALVERT ST,O,OTHER,512
66086,3700 FALLSTAFF RD,I,FIREARM,631
66087,4400 FRANCONIA DR,O,FIREARM,443
66088,0 WASHBURN AV,I,HANDS,913
66089,0 MARKET PL,O,HANDS,111
66091,2600 SPELMAN RD,I,HANDS,922
66095,2700 PORT COVINGTON DR,O,HANDS,943
66104,1800 ORLEANS ST,O,HANDS,321
66105,1800 ORLEANS ST,I,HANDS,321
66118,1700 W LANVALE ST,O,FIREARM,713
66124,5100 GOODNOW RD,I,HANDS,443
66128,2000 W BALTIMORE ST,I,KNIFE,714
66131,200 E UNIVERSITY PW,I,HANDS,512
66132,200 N CURLEY ST,O,HANDS,224
66135,1500 RUSSELL ST,I,HANDS,941
66137,2500 FREDERICK AVE,O,HANDS,842
66143,2400 E MONUMENT ST,I,HANDS,221
66144,800 Popular Grove St,I,HANDS,814
66153,6100 CROSS COUNTRY BD,I,HANDS,632
66154,700 E LOMBARD ST,O,HANDS,111
66157,1200 GLENHAVEN RD,I,OTHER,414
66159,100 S CALVERTON RD,O,FIREARM,842
66161,100 S CALVERTON RD,O,FIREARM,842
66165,4300 ROBERTON AV,I,HANDS,442
66173,5000 ARBUTUS AV,I,FIREARM,613
66174,1200 E MADISON ST,O,OTHER,312
66175,3400 PULASKI HW,I,FIREARM,224
66178,6400 REISTERSTOWN RD,I,FIREARM,632
66186,2000 MADISON ST,O,FIREARM,321
66189,4600 HARFORD RD,,HANDS,422
66191,4600 HARFORD RD,O,HANDS,422
66192,2400 N HILTON ST,I,FIREARM,641
66193,2400 N HILTON ST,I,FIREARM,641
66195,1300 E LANVALE ST,I,KNIFE,343
66196,200 N PATTERSON PK AV,I,FIREARM,221
66197,MONUMENT ST & N MONTFORD AV,O,KNIFE,323
66199,900 S CATON AV,I,HANDS,832
66205,1400 ANGLESEA ST     #APT 2A,I,HANDS,233
66206,800 N BELNORD AV,O,FIREARM,323
66207,100 E 24TH ST,I,HANDS,514
66208,100 E 24TH ST,I,HANDS,514
66210,800 N BELNORD AV,O,FIREARM,323
66212,4400 PENNINGTON AV,I,HANDS,911
66215,0 N MORLEY ST,I,HANDS,842
66216,100 S POTOMAC ST,I,FIREARM,222
66217,2200 CALLOW AV,I,HANDS,133
66219,1700 GWYNNS FALLS PKWY,O,FIREARM,732
66220,2900 W BELVEDERE AV,I,FIREARM,614
66221,600 MCCOLLOUGH CR,I,OTHER,121
66223,4600 E MONUMENT ST,O,HANDS,333
66231,5900 LOCH RAVEN BD,I,OTHER,415
66235,200 N LAKEWOOD AV,I,HANDS,221
66243,4800 PIMLICO RD,I,HANDS,532
66245,2800 VIRGINIA AV,O,HANDS,532
66252,3200 W NORTH AV,O,FIREARM,811
66255,1500 HAVENWOOD RD,O,FIREARM,412
66258,4900 EDGEMERE AV,I,HANDS,614
66259,SHERWOOD AV,O,FIREARM,342
66261,2500 W FAYETTE ST,I,HANDS,842
66264,3500 WILKENS AV,I,HANDS,832
66273,3600 CHESTERFIELD AV,I,HANDS,432
66277,3400 VIRGINIA AV,I,OTHER,614
66282,2200 PENTLAND DR,O,HANDS,423
66285,4600 ELSRODE AV,I,HANDS,421
66287,1300 N CAROLINE ST,I,HANDS,343
66295,400 W LEXINGTON ST,I,OTHER,111
66296,400 W LEXINGTON ST,I,OTHER,111
66297,400 W LEXINGTON ST,I,OTHER,111
66298,400 W LEXINGTON ST,I,OTHER,111
66299,400 W LEXINGTON ST,I,OTHER,111
66300,1300 N GILMOR ST,I,HANDS,743
66301,200 N LAKEWOOD AV,I,HANDS,221
66302,0 W BALTIMORE ST,O,HANDS,111
66318,4400 MORAVIA RD,I,FIREARM,443
66324,400 E PRATT ST,O,HANDS,112
66325,400 E PRATT ST,O,HANDS,112
66326,5900 REISTERSTOWN RD,I,FIREARM,631
66332,0 S EAST ST,O,FIREARM,211
66336,600 S CHAPELGATE LA,I,HANDS,833
66337,4400 CHALET CT,I,HANDS,443
66341,6000 HARFORD RD,O,FIREARM,424
66344,1200 N GILMOR ST,O,HANDS,743
66345,100 W LAFAYETTE AVE,O,HANDS,132
66348,4400 THE ALAMEDA,O,FIREARM,524
66359,4300 GLENARM AV,I,HANDS,445
66360,5100 GOODNOW RD,I,HANDS,443
66363,4400 PARK HEIGHTS AV,O,HANDS,614
66375,700 PENNSYLVANIA AVE,O,HANDS,143
66376,3800 WABASH AV,I,KNIFE,643
66378,3300 E BALTIMORE ST,I,FIREARM,222
66379,3200 ELMLEY AV,I,HANDS,434
66380,PENROSE AV,O,HANDS,711
66381,1600 EDISON HWY,O,HANDS,332
66382,1300 N ELLWOOD AV,I,HANDS,332
66384,2200 KIRK AV,O,FIREARM,342
66386,200 S FULTON AVE,I,HANDS,935
66391,4300 GLENARM AV,I,HANDS,445
66394,100 E BALTIMORE ST,I,KNIFE,111
66396,1600 E CHASE ST,I,FIREARM,313
66399,200 N CAREY ST,I,HANDS,712
66406,2500 E NORTHERN PKWY,I,HANDS,423
66412,3300 N CHARLES ST,I,OTHER,512
66413,1000 GREENMOUNT AV,I,FIREARM,311
66414,1100 COVINGTON ST,I,HANDS,943
66417,3600 W ROGERS AV,O,OTHER,633
66418,200 S EATON ST,I,OTHER,231
66419,1300 N LUZERNE AV,I,HANDS,332
66420,1300 N LUZERNE AV,I,KNIFE,332
66421,1300 N LUZERNE AV,I,HANDS,332
66422,AV & WHITE OAK AV,O,OTHER,643
66424,6900 HARFORD RD,I,FIREARM,424
66425,1500 POPLAND ST,O,HANDS,911
66427,300 N HILTON ST,I,HANDS,843
66433,6600 REISTERSTOWN RD,I,FIREARM,631
66437,5900 E PRATT ST,O,OTHER,241
66441,300 E PATAPSCO AV,I,OTHER,913
66442,4200 FAIRFAX RD,O,FIREARM,641
66452,4900 SCHAUB AV,I,FIREARM,444
66463,800 W SARATOGA ST,I,OTHER,712
66470,200 S EAST AV,I,OTHER,231
66471,700 RICHWOOD AV,I,OTHER,524
66474,2200 N DUKELAND ST,I,FIREARM,731
66478,2800 MAISEL ST,I,HANDS,921
66479,2600 ST PAUL ST,I,KNIFE,512
66480,2100 WASHINGTON BLVD,O,HANDS,935
66485,1400 W COLD SPRING LA,I,HANDS,541
66486,400 E JEFFREY ST,O,HANDS,913
66487,400 E JEFFREY ST,O,HANDS,913
66492,5000 SINCLAIR LA,I,HANDS,443
66495,1400 PENNSYLVANIA AV,O,HANDS,123
66501,100 W 21ST ST,O,KNIFE,514
66504,1500 CARSWELL ST,I,HANDS,411
66529,1000 GREENMOUNT AV,I,FIREARM,311
66541,900 SEAGULL AV,I,HANDS,922
66549,800 N CAREY ST,O,FIREARM,713
66550,2800 N DUKELAND ST,O,HANDS,641
66552,2800 N DUKELAND ST,O,HANDS,641
66554,2900 DENHAM CR S,I,FIREARM,922
66561,5000 QUEENSBERRY AV,I,OTHER,614
66562,800 N CAREY ST,O,FIREARM,713
66567,1100 E 36TH ST,O,HANDS,412
66571,1500 W SARATOGA ST,O,HANDS,711
66576,500 N GLOVER ST,O,FIREARM,221
66577,500 N GLOVER ST,O,FIREARM,221
66578,500 N GLOVER ST,O,FIREARM,221
66586,4000 LIBERTY HGTS AVE,O,FIREARM,621
66598,1000 ORLEANS ST,O,HANDS,211
66607,1100 N LAKEWOOD AV,O,OTHER,323
66611,0 W BALTIMORE ST,O,KNIFE,111
66612,0 W BALTIMORE ST,O,KNIFE,111
66613,6800 FAIRLAWN AVE,O,FIREARM,631
66614,6800 FAIRLAWN AVE,O,FIREARM,631
66616,300 GUILFORD AV,O,HANDS,111
66622,2700 SEAMON AV,O,FIREARM,922
66624,2000 N MONROE ST,O,KNIFE,731
66625,5800 YORK RD,I,HANDS,523
66627,1600 DARLEY AV,O,FIREARM,342
66628,5100 PULASKI HW,O,KNIFE,333
66629,700 ALICEANNA ST,O,HANDS,211
66630,700 ALICEANNA ST,O,HANDS,211
66631,700 ALICEANNA ST,O,HANDS,211
66635,100 W LEXINGTON ST,I,FIREARM,111
66637,3100 ROSALIE AV,I,KNIFE,424
66648,1600 BRUCE CT,I,HANDS,742
66650,,,FIREARM,621
66652,300 E SARATOGA ST,I,KNIFE,111
66654,600 MOSHER ST,O,OTHER,123
66658,900 WHITELOCK ST,O,FIREARM,133
66668,2200 WILKENS AV,I,HANDS,841
66672,6600 REISTERSTOWN RD,O,KNIFE,631
66674,1500 MCHENRY ST,O,OTHER,935
66675,1500 BANK ST,I,HANDS,213
66679,500 LAURENS ST,O,OTHER,131
66685,800 S CAREY ST,,OTHER,935
66694,4400 MAINE AV,I,OTHER,622
66698,0 N HOWARD ST,I,FIREARM,111
66699,1100 WILMOT CT,O,FIREARM,312
66701,4700 ELISON AV,I,HANDS,442
66703,2500 EUTAW PL,I,OTHER,133
66710,100 W 29TH ST,I,HANDS,512
66714,700 N GRANTLEY ST,O,FIREARM,844
66715,700 N GRANTLEY ST,O,FIREARM,844
66716,700 N GRANTLEY ST,O,FIREARM,844
66718,5500 PILGRIM RD,O,FIREARM,423
66721,700 N GRANTLEY ST,O,FIREARM,844
66722,700 N GRANTLEY ST,O,FIREARM,844
66728,5700 HAZELWOOD CR,,FIREARM,444
66729,5700 HAZELWOOD CR,O,FIREARM,444
66730,2800 E BIDDLE ST,I,HANDS,323
66733,3400 W CATON AV,O,HANDS,842
66743,5900 REISTERSTOWN RD,O,HANDS,631
66745,1400 E NORTH AVE,O,OTHER,342
66748,2000 DENISON ST,I,FIREARM,812
66749,2000 DENISON ST,I,FIREARM,812
66753,4000 ARAGON AV,O,KNIFE,622
66758,2800 MILES AV,I,HANDS,511
66761,1900 WADSWORTH WY,I,HANDS,415
66762,1900 WADSWORTH WY,I,HANDS,415
66765,1400 MCHENRY ST,I,FIREARM,935
66766,1400 MCHENRY ST,I,KNIFE,935
66767,1400 MCHENRY ST,I,FIREARM,935
66768,3900 CLARKS LA,I,FIREARM,632
66770,200 S BROADWAY,O,HANDS,213
66774,4300 ELDONE RD,I,FIREARM,833
66775,1300 S PONCA ST,O,OTHER,233
66777,1300 S PONCA ST,O,KNIFE,233
66778,1600 N WASHINGTON ST,I,FIREARM,331
66779,3500 NOBLE ST,I,OTHER,223
66780,3600 E NORTHERN PW,O,FIREARM,424
66781,3300 HILLEN RD,O,HANDS,412
66784,6100 HOLABIRD AV,I,FIREARM,243
66785,4800 ODONNELL ST,I,FIREARM,242
66787,700 DRUID PARK LAKE DR,I,OTHER,133
66788,4900 HARFORD RD,I,FIREARM,426
66792,1200 S PONCA ST,I,FIREARM,233
66806,3800 LYNDALE AV,I,HANDS,432
66815,5000 DENMORE AV,I,HANDS,614
66831,600 GOLD ST,O,HANDS,742
66833,2000 WINFORD RD,I,HANDS,415
66834,2000 WINFORD RD,O,OTHER,415
66840,2000 ETTING ST,I,OTHER,131
66843,3200 E FAYETTE ST,I,KNIFE,224
66847,3600 E BALTIMORE ST,O,OTHER,223
66856,1700 PRESSTMAN ST,I,OTHER,742
66857,1200 GLYNDON AV,I,HANDS,932
66859,2600 JEFFERSON ST,I,OTHER,221
66862,3900 DUDLEY AVE,O,FIREARM,432
66866,4900 CLIFTON AV,I,HANDS,821
66868,500 BEAUMONT AV,I,FIREARM,524
66875,1100 WEBB CT,O,OTHER,312
66879,1700 PENNSYLVANIA AV,O,HANDS,123
66880,500 BEAUMONT AV,O,FIREARM,524
66885,2600 ASHLAND AV,O,OTHER,323
66887,800 VINE ST,I,HANDS,712
66888,5400 PARK HEIGHTS AV,I,OTHER,633
66889,1700 ABBOTSTON ST,O,HANDS,411
66890,4800 FREDERICK AVE,O,HANDS,822
66898,6400 PARK HEIGHTS AV,I,HANDS,632
66899,3800 FERNDALE AV,I,OTHER,622
66900,1400 HULL ST,I,OTHER,943
66901,700 DRUID PK LAKE DR,I,OTHER,133
66903,4300 HARFORD RD,I,HANDS,422
66904,1300 HARLEM AVE,O,HANDS,713
66905,6100 HOLABIRD,I,FIREARM,243
66909,3300 GWYNNS FALLS PKWY,O,FIREARM,811
66910,3300 GWYNNS FALLS PKWY,O,FIREARM,811
66911,400 ELRINO ST,I,HANDS,241
66922,800 N EUTAW ST,O,KNIFE,142
66923,0 E PRESTON ST,O,HANDS,141
66935,1600 EUTAW PL,I,HANDS,132
66936,FREDERICK AV,O,OTHER,841
66938,FREDERICK AV,O,OTHER,841
66941,1700 PRESSTMAN ST,O,FIREARM,742
66947,2000 CHRISTIAN ST,O,HANDS,934
66950,5200 TABARD CT,I,HANDS,521
66951,1900 EDMONDSON AV,O,FIREARM,722
66956,1800 EDMONDSON AV,O,FIREARM,722
66958,3700 PASCAL AV,O,OTHER,911
66960,4100 REISTERSTOWN RD,I,FIREARM,614
66967,1900 RUSSELL ST,O,HANDS,941
66969,2800 BOOKER T DR,I,HANDS,922
66979,2600 ST BENEDICT ST,I,HANDS,841
66981,1200 E MONUMENT ST,O,FIREARM,312
66982,1900 W PRATT ST,O,HANDS,934
66983,0 S GILMORE ST,O,FIREARM,933
66988,1200 E MONUMENT ST,O,FIREARM,312
66989,0 S GILMOR ST,O,FIREARM,933
66991,300 S BENTALOU ST,I,HANDS,841
67001,2600 BOONE ST,I,HANDS,513
67002,1100 E NORTH AV,I,FIREARM,342
67003,4000 EIERMAN AV,O,FIREARM,422
67017,3200 ELMLEY AVE,I,HANDS,434
67020,0 E BALTIMORE ST,O,KNIFE,111
67025,2000 DENISON ST,O,HANDS,812
67026,4000 EASTERN AV,I,HANDS,233
67032,1000 EDMONDSON AV,I,HANDS,713
67034,4300 SEMINOLE AV,I,KNIFE,822
67038,4900 EASTERN AV,I,HANDS,242
67044,2100 W FAYETTE ST,I,HANDS,714
67049,,I,HANDS,425
67050,100 W 24TH ST,I,HANDS,514
67055,1600 RETREAT ST,O,KNIFE,733
67058,2600 HARFORD RD,O,KNIFE,411
67064,200 N EUTAW ST,O,HANDS,111
67072,0 N KRESSON ST,O,HANDS,241
67077,4900 MIDLINE RD,I,HANDS,444
67078,4900 MIDLINE RD,I,HANDS,444
67081,300 N PACA ST,I,HANDS,121
67106,4000 EDMONDSON AVE,O,HANDS,844
67107,200 E PRATT ST,O,HANDS,112
67111,1500 W FAYETTE ST,O,FIREARM,711
67112,1500 W FAYETTE ST,O,FIREARM,711
67113,0 N CENTRAL AV,I,OTHER,211
67116,5600 LOTHIAN RD,I,HANDS,523
67117,1600 E 25TH ST,O,FIREARM,342
67118,1500 W FAYETTE ST,O,FIREARM,711
67119,1500 W FAYETTE ST,O,FIREARM,711
67120,1600 E 25TH ST,O,FIREARM,342
67121,100 S EAST AV,O,HANDS,222
67122,1900 BRADDISH AV,I,FIREARM,811
67124,1700 DARLEY AV,I,HANDS,342
67127,1100 N LUZERNE AV,O,FIREARM,323
67138,2700 N CHARLES ST,O,FIREARM,512
67139,2300 W NORTH AV,I,FIREARM,723
67140,2200 PENNSYLVANIA AV,O,FIREARM,742
67144,2200 PENNSYLVANIA AV,O,FIREARM,742
67147,800 E JEFFREY ST,I,HANDS,913
67149,100 S PAYSON ST,O,HANDS,934
67150,100 S PAYSON ST,O,HANDS,934
67153,700 LENNOX ST,I,HANDS,133
67160,400 CUMMINGS CT,I,HANDS,123
67164,500 N LAKEWOOD AV,I,HANDS,221
67183,2600 REISTERSTOWN RD,O,OTHER,731
67195,1300 MOSHER ST,I,OTHER,743
67201,1300 W LANVALE ST,I,HANDS,713
67211,4500 N ROGERS AV,O,HANDS,623
67212,2800 ST LO DR,I,HANDS,431
67219,600 ASHBURTON ST,I,HANDS,721
67221,2500 PENNSYLVANIA AV,O,OTHER,733
67223,,I,HANDS,515
67230,1400 N CENTRAL AV,I,FIREARM,343
67233,200 N PAYSON ST,I,HANDS,714
67240,1600 E MADISON ST,O,OTHER,313
67241,1000 BENNETT PL,I,HANDS,713
67248,6600 AQUARIUS CT,I,HANDS,423
67260,100 N GLOVER ST,O,FIREARM,222
67262,400 W FRANKLIN ST,I,HANDS,143
67265,400 ARSAN AV,I,HANDS,913
67268,500 S PATTERSON PK AV,I,HANDS,232
67269,400 W FRANKLIN ST,O,KNIFE,143
67270,RD & ABBOTSTON ST,O,HANDS,431
67271,2000 N FULTON AV,O,HANDS,731
67272,200 NORTH BEND RD,I,HANDS,823
67278,1100 BAYARD ST,O,FIREARM,935
67282,1100 BAYARD ST,O,FIREARM,935
67292,2700 VIRGINIA AV,I,HANDS,532
67293,4900 GOODNOW RD,I,HANDS,443
67294,2500 W FRANKLIN ST,I,OTHER,721
67296,4900 BELLE AV,I,HANDS,622
67315,700 E MONUMENT ST,O,OTHER,312
67318,2800 N DUKELAND ST,I,HANDS,611
67320,2000 W NORTH AV,I,HANDS,741
67321,400 N LOUDON AV,I,HANDS,843
67322,5000 MORAVIA RD,,OTHER,443
67323,5000 MORAVIA RD,I,OTHER,443
67324,0 S CENTRAL AV,O,KNIFE,211
67327,1300 GORSUCH AV,I,HANDS,411
67328,1300 GORSUCH AV,I,HANDS,411
67330,800 N ROSE ST,I,HANDS,323
67332,4200 LABYRINTH RD,I,HANDS,631
67333,3600 LYNDALE AV,O,HANDS,432
67336,4800 PIMLICO RD,I,HANDS,532
67342,1800 W FAYETTE ST,I,OTHER,711
67345,100 N MONTFORD AV,I,HANDS,221
67358,3700 MOUNT PLEASANT AV,,OTHER,223
67380,3600 FAIRVIEW AV,O,FIREARM,642
67385,0 N CLINTON ST,O,HANDS,222
67387,1000 OLDHAM ST,O,FIREARM,242
67388,2700 WILKENS AV,I,FIREARM,841
67393,3200 ST PAUL ST,I,FIREARM,512
67394,200 E UNIVERSITY PW,O,KNIFE,512
67402,500 S LONGWOOD ST,I,HANDS,832
67405,400 CATHEDRAL ST,O,OTHER,111
67406,0 CHERRY HILL RD,O,FIREARM,922
67409,300 S BRUCE ST,I,KNIFE,935
67415,2500 LIBERTY HGTS AV,I,FIREARM,611
67418,3500 ROUND RD,I,HANDS,922
67420,1100 N MOUNT ST,I,HANDS,743
67434,2900 W Lafayette,O,HANDS,331
67440,1400 ORLEANS ST,I,OTHER,321
67442,2000 N BROADWAY,O,OTHER,342
67445,2600 OSWEGO AVE,O,FIREARM,533
67446,2400 ROUND RD,I,HANDS,922
67449,4500 EDMONDSON AV,I,FIREARM,822
67458,2300 E NORTHERN PKWY,O,HANDS,423
67459,2300 E NORTHERN PKWY,O,HANDS,423
67462,2900 BARCLAY ST,I,HANDS,513
67469,1400 E NORTH AV,O,HANDS,342
67470,6000 AMBERWOOD RD,O,FIREARM,443
67471,6000 AMBERWOOD RD,O,FIREARM,443
67472,1400 N CENTRAL AV,I,HANDS,343
67473,800 HILLMAN CT,O,FIREARM,312
67477,2500 LIBERTY HGTS AV,O,KNIFE,611
67480,2400 E BIDDLE ST,I,HANDS,322
67488,1000 N GAY ST,I,OTHER,313
67500,2900 GWYNNS FALLS PW,O,OTHER,641
67501,2800 KIRK AVE,O,HANDS,411
67505,1000 HILLEN ST,I,FIREARM,312
67511,2500 FREDERICK AVE,I,HANDS,842
67512,800 N CURLEY ST,O,FIREARM,323
67517,1500 RUSSELL ST,I,HANDS,941
67518,1500 RUSSELL ST,I,HANDS,941
67519,1500 RUSSELL ST,I,HANDS,941
67521,800 N BRADFORD ST,I,HANDS,323
67526,2200 WESTBURY AVE,O,KNIFE,732
67527,2200 WESTBURY AVE,O,FIREARM,732
67528,2200 WESTBURY AV,O,FIREARM,731
67531,400 LYMAN AV,I,KNIFE,523
67533,300 S WOODYEAR ST,O,KNIFE,935
67536,900 DRUID PK LAKE DR,I,HANDS,133
67538,800 N CURLEY ST,I,HANDS,323
67540,900 W SARATOGA ST,I,KNIFE,712
67543,1700 NORMAL AV,I,FIREARM,342
67544,1700 NORMAL AV,,FIREARM,342
67545,1700 NORMAL AV,I,FIREARM,342
67546,1700 NORMAL AV,I,FIREARM,342
67547,1700 NORMAL AV,I,FIREARM,342
67548,1700 NORMAL AV,I,FIREARM,342
67549,1700 NORMAL AV,I,FIREARM,342
67550,1700 NORMAL AV,I,FIREARM,342
67551,1700 NORMAL AV,I,FIREARM,342
67552,1700 NORMAL AV,,FIREARM,342
67553,1700 NORMAL AV,I,FIREARM,342
67554,1600 ASHLAND AV,O,FIREARM,313
67555,1600 ASHLAND AV,O,FIREARM,313
67556,1400 WASHINGTON BLVD,O,FIREARM,935
67559,500 N LUZERNE AV,I,HANDS,221
67560,500 N LUZERNE AV,I,HANDS,221
67561,1700 NORMAL AV,I,FIREARM,342
67577,3500 HILLEN RD,I,HANDS,412
67582,2700 SEAMON AV,I,HANDS,922
67584,900 CATOR AV,I,FIREARM,542
67587,0 N ROSE ST,O,HANDS,222
67588,1100 COVINGTON ST,I,OTHER,943
67593,300 W LEXINGTON ST,I,FIREARM,111
67594,1400 HOLBROOK ST,O,OTHER,343
67601,2800 HARFORD RD,O,HANDS,411
67607,5000 FRANKFORD AV,I,HANDS,443
67608,3600 BOWERS AV,I,HANDS,623
67613,4400 MARBLE HALL RD,I,HANDS,413
67614,500 N CALVERT ST,O,HANDS,142
67615,3800 GLENMORE AV,I,KNIFE,425
67617,0 S CHARLES ST,I,FIREARM,111
67619,400 W LEXINGTON ST,I,KNIFE,111
67623,500 E 23RD ST,I,HANDS,342
67628,4600 KAVON AV,I,HANDS,443
67630,1600 E MADISON ST,O,KNIFE,313
67634,1500 HOLBROOK ST,I,HANDS,343
67635,1700 HOMESTEAD ST,O,FIREARM,411
67636,1700 HOMESTEAD ST,O,FIREARM,411
67637,1700 HOMESTEAD ST,O,FIREARM,411
67641,1900 E 31ST ST,I,HANDS,411
67650,2700 BEREA RD,I,HANDS,922
67652,1100 ANDOVER RD,I,OTHER,412
67653,900 E PATAPSCO AV,O,HANDS,912
67654,900 N BRADFORD ST,O,FIREARM,323
67656,3000 S HANOVER ST,O,HANDS,922
67657,3900 EIERMAN AV,O,HANDS,422
67658,1200 CHERRY HILL RD,I,OTHER,922
67659,1200 CHERRY HILL RD,I,OTHER,922
67660,1600 E 31ST ST,O,FIREARM,411
67662,4400 BELAIR RD,I,HANDS,442
67663,4200 NICHOLAS AV,I,FIREARM,442
67664,4200 NICHOLAS AV,,HANDS,442
67665,800 W LEXINGTON ST,I,HANDS,712
67667,800 E JEFFREY ST,I,HANDS,913
67670,3600 E NORTHERN PKWY,O,FIREARM,424
67671,3700 2ND ST,I,OTHER,913
67672,2400 MARYLAND AV,I,HANDS,514
67673,2300 FREDERICK AV,I,KNIFE,842
67675,3000 SPAULDING AVE,O,KNIFE,614
67676,3400 MOUNT PLEASANT      #2ND FL,I,OTHER,223
67677,2300 JEFFERSON ST,I,OTHER,221
67679,2500 WASHINGTON BLVD,O,KNIFE,831
67680,1200 GLENEAGLE RD,I,HANDS,414
67682,400 S LEHIGH ST,I,HANDS,242
67684,5300 SELFRIDGE AVE,O,KNIFE,433
67685,2400 E FAYETTE ST,I,HANDS,221
67692,3900 LYNDALE AV,I,HANDS,432
67712,0 S KOSSUTH ST,O,FIREARM,842
67718,3800 BROOKLYN AV,I,OTHER,913
67719,2900 FALLSTAFF RD,I,HANDS,632
67720,3900 MOUNT PLEASANT AV,I,HANDS,223
67721,1000 CLOVERDALE RD,I,FIREARM,133
67726,100 W 29TH ST,I,HANDS,512
67731,1400 E COLD SPRING LA,I,FIREARM,413
67734,5400 HARFORD RD,I,FIREARM,426
67736,1300 CEDARCROFT RD,O,FIREARM,414
67737,1300 CEDARCROFT RD,,FIREARM,414
67738,1800 W NORTH AV,O,HANDS,731
67739,2400 E FAYETTE ST,O,HANDS,221
67740,5700 EASTERN AVE,I,HANDS,241
67741,3800 FORDLEIGH RD,I,HANDS,632
67744,4600 EDMONDSON AV,O,FIREARM,822
67746,800 N ROSE ST,I,HANDS,323
67751,300 S WOODYEAR ST,O,HANDS,935
67752,1300 W 37TH ST,I,HANDS,531
67757,3800 BELLE AVE,I,HANDS,642
67758,2400 N CHARLES ST,I,FIREARM,514
67761,800 N EUTAW ST,I,HANDS,142
67765,800 WHITELOCK ST,I,HANDS,133
67772,700 PONTIAC AV,I,HANDS,913
67774,2500 W PRATT ST,I,HANDS,842
67776,3400 PARKLAWN AV,I,HANDS,432
67780,900 W LEXINGTON ST,I,OTHER,712
67782,5000 YORK RD,O,FIREARM,521
67783,100 AMBERLY WY,I,HANDS,521
67786,1200 W PRATT ST,I,HANDS,932
67787,0 N HOWARD ST,I,HANDS,111
67791,200 N EAST AV,O,OTHER,224
67792,500 N CAROLINE ST,I,HANDS,321
67796,5700 BELAIR RD,O,FIREARM,425
67800,1800 EDMONDSON AV,O,HANDS,722
67807,200 E PRATT ST,I,HANDS,112
67816,2500 EUTAW PL,I,HANDS,133
67817,2100 CLIFTON AV,I,HANDS,731
67821,2300 BELAIR RD,O,HANDS,431
67823,1900 MC CULLOH ST,O,FIREARM,131
67825,1600 PENNSYLVANIA AV,O,HANDS,123
67826,700 N PAYSON ST,O,FIREARM,722
67827,700 N PAYSON ST,O,FIREARM,722
67828,700 N PAYSON ST,O,FIREARM,722
67833,3700 E PRATT ST,O,HANDS,223
67835,4100 ROLAND AV,I,HANDS,541
67838,2600 DENISON ST,O,OTHER,641
67839,0 W 20TH ST,I,KNIFE,141
67841,2600 AISQUITH ST,I,HANDS,411
67844,3000 SPAULDING AV,I,OTHER,614
67845,3000 SPAULDING AV,I,OTHER,614
67846,3000 SPAULDING AV,I,OTHER,614
67847,3900 6TH ST,I,HANDS,913
67850,5000 MIDWOOD AV,I,FIREARM,524
67852,5000 MIDWOOD AV,I,FIREARM,524
67861,800 BONAPARTE AV,I,HANDS,342
67873,2600 W BELVEDERE AV,I,HANDS,532
67877,2000 EDGEWOOD ST,I,HANDS,812
67885,3300 ANNAPOLIS RD,I,HANDS,922
67886,3300 ANNAPOLIS RD,I,HANDS,922
67891,0 E REDWOOD ST,O,HANDS,111
67895,1400 N ELLAMONT ST,I,HANDS,813
67896,200 N ROSE ST,O,KNIFE,221
67898,6800 FAIT AV,I,KNIFE,243
67899,6800 FAIT AV,I,KNIFE,243
67902,5900 GLENKIRK RD,O,FIREARM,414
67903,5900 GLENKIRK RD,O,FIREARM,414
67905,900 E PATAPSCO AV,O,HANDS,912
67908,1000 LIGHT ST,I,HANDS,942
67912,2300 W COLD SPRING LA,O,FIREARM,533
67919,800 W BARRE ST,O,KNIFE,932
67923,1600 APPLETON ST,O,FIREARM,741
67924,1600 APPLETON ST,O,FIREARM,741
67927,1600 APPLETON ST,O,FIREARM,741
67930,2300 BRADDISH AV,I,HANDS,731
